UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel
118,59,Female,HTC Vive,5.503272092564931,10,1
119,40,Male,HTC Vive,42.453621281452776,5,1
120,38,Male,PlayStation VR,17.99089158735286,3,4
121,60,Female,HTC Vive,7.3827275549122895,10,1
122,33,Female,HTC Vive,55.24004123815162,8,3
123,40,Female,Oculus Rift,51.7433367919241,3,3
124,40,Other,HTC Vive,19.531500213109517,1,2
125,18,Female,PlayStation VR,23.441191161586133,10,4
126,41,Other,Oculus Rift,50.254934338089846,1,1
127,60,Other,PlayStation VR,58.77237494920231,1,5
128,35,Other,HTC Vive,15.314607983257213,10,1
129,50,Other,PlayStation VR,18.48418008154072,8,4
130,26,Female,HTC Vive,56.38556962459881,2,1
131,19,Male,PlayStation VR,5.193212457694742,5,5
132,42,Other,PlayStation VR,14.689246670164838,5,5
133,40,Other,PlayStation VR,11.205968444628528,7,4
134,21,Female,PlayStation VR,17.66921492548709,9,5
135,49,Other,PlayStation VR,53.54930699615135,7,4
136,35,Other,PlayStation VR,22.594296526539853,8,2
137,39,Female,HTC Vive,43.69333550231479,10,2
138,57,Other,PlayStation VR,15.1302400568986,2,3
139,42,Female,Oculus Rift,7.0773817486929795,5,5
140,58,Male,Oculus Rift,28.879421955670868,2,1
141,45,Other,Oculus Rift,43.38548836196316,8,2
142,34,Other,Oculus Rift,49.26654303094564,1,5
143,36,Other,PlayStation VR,43.67715151260036,3,3
144,21,Male,Oculus Rift,32.33167012748571,9,1
145,18,Other,HTC Vive,10.455393958544962,5,2
146,31,Male,Oculus Rift,54.33275421310929,3,1
147,37,Other,Oculus Rift,56.058982390892425,4,1
148,33,Other,PlayStation VR,13.320523914573748,7,1
149,20,Female,HTC Vive,45.23560483706321,2,4
150,26,Other,PlayStation VR,33.803091425587496,4,2
151,39,Other,Oculus Rift,32.7304632936619,3,4
152,49,Female,Oculus Rift,22.532101245605144,10,3
153,42,Other,HTC Vive,43.135963204183504,3,4
154,20,Other,HTC Vive,57.382935062738156,3,5
155,43,Female,HTC Vive,9.018878245830791,4,5
156,35,Female,Oculus Rift,11.308401229533834,10,3
157,55,Female,HTC Vive,32.13185178552564,5,5
158,36,Other,Oculus Rift,24.25074579431782,1,1
159,55,Female,PlayStation VR,32.41566194598681,10,1
160,60,Female,PlayStation VR,59.03127087259328,6,3
161,60,Male,PlayStation VR,29.025296823415925,8,1
162,58,Other,PlayStation VR,57.27418269202001,10,3
163,19,Other,HTC Vive,54.241852248038796,2,1
164,25,Female,Oculus Rift,38.9716086615651,1,3
165,19,Male,Oculus Rift,31.385814115630758,5,2
166,39,Female,PlayStation VR,8.69302738982064,2,4
167,30,Male,HTC Vive,13.417641589357634,6,5
168,48,Female,Oculus Rift,9.941461761896607,1,5
169,32,Other,HTC Vive,51.8597893597564,3,5
170,36,Male,PlayStation VR,41.14762387222579,10,1
171,24,Female,HTC Vive,41.141356913393786,5,1
172,43,Male,HTC Vive,48.102678453550666,1,1
173,39,Other,HTC Vive,43.92802031298216,8,1
174,58,Female,Oculus Rift,37.108474112540186,2,1
175,48,Female,Oculus Rift,33.08303161329691,9,2
176,38,Male,PlayStation VR,21.83719810721277,9,2
177,55,Female,HTC Vive,20.85454578239926,3,2
178,23,Male,HTC Vive,19.481424852284768,1,2
179,31,Female,HTC Vive,25.125631137867902,9,1
180,27,Female,HTC Vive,6.335489106310346,9,3
181,26,Other,HTC Vive,24.294718696780677,3,1
182,24,Male,Oculus Rift,59.166574082555705,2,4
183,34,Other,Oculus Rift,34.11544739125256,7,5
184,26,Female,PlayStation VR,51.68361916296101,4,2
185,33,Other,Oculus Rift,42.90109851228274,8,3
186,55,Female,PlayStation VR,35.80517132296273,10,3
187,42,Male,Oculus Rift,13.39637036015206,2,1
188,29,Female,HTC Vive,26.222387976190834,1,3
189,28,Female,Oculus Rift,46.052547416048796,1,2
190,55,Other,Oculus Rift,54.987576589635225,4,5
191,57,Other,PlayStation VR,22.273076675454217,10,4
192,29,Female,Oculus Rift,52.66661157298209,2,3
193,55,Female,PlayStation VR,59.17311719535402,4,1
194,41,Female,PlayStation VR,42.89614867500631,3,3
195,39,Male,Oculus Rift,45.167548349711105,8,3
196,37,Other,PlayStation VR,32.14204874293199,6,1
197,20,Other,HTC Vive,45.28963279006209,8,5
198,55,Male,Oculus Rift,42.961343835957905,8,5
199,56,Other,PlayStation VR,41.025526343178406,3,4
200,33,Other,HTC Vive,11.47021901619747,10,1
201,55,Male,Oculus Rift,8.46133530888975,3,4
202,38,Male,HTC Vive,25.717679608560438,3,4
203,32,Female,HTC Vive,42.3839622804653,7,1
204,21,Other,Oculus Rift,9.213936961051264,2,1
205,40,Other,PlayStation VR,8.720006193692365,5,2
206,20,Other,Oculus Rift,28.09123714045642,7,2
207,18,Male,HTC Vive,31.577104855025514,4,4
208,41,Female,HTC Vive,28.233899957625752,4,5
209,25,Male,Oculus Rift,13.818440400003515,7,2
210,48,Male,Oculus Rift,31.179810229576074,1,5
211,51,Other,HTC Vive,52.77755413185617,6,2
212,24,Female,PlayStation VR,26.76990493363618,8,5
213,53,Female,Oculus Rift,32.22221426824987,10,2
214,42,Male,HTC Vive,21.117690873840647,6,4
215,56,Female,HTC Vive,5.925511277013653,10,1
216,59,Male,PlayStation VR,55.26796192437496,5,5
217,32,Male,Oculus Rift,56.228349131973616,9,5
218,20,Male,Oculus Rift,51.486109604156404,6,3
219,47,Other,Oculus Rift,35.16229434282233,9,5
220,42,Female,HTC Vive,58.67896539588441,9,2
221,29,Female,PlayStation VR,32.434009317665,2,4
222,38,Other,PlayStation VR,45.7369988497472,10,1
223,20,Other,HTC Vive,14.985687922901441,6,2
224,38,Other,Oculus Rift,56.87272604761874,5,4
225,60,Other,PlayStation VR,52.77465196395801,4,4
226,20,Female,Oculus Rift,44.21489732983517,7,4
227,30,Female,Oculus Rift,24.554586627469316,4,5
228,19,Female,PlayStation VR,12.269679569089012,1,3
229,30,Male,HTC Vive,15.072718759616185,9,2
230,47,Female,PlayStation VR,43.91145113475982,4,4
231,31,Male,Oculus Rift,49.22463189542025,3,5
232,25,Male,Oculus Rift,23.188602933157846,10,2
233,60,Male,PlayStation VR,17.252068907454017,9,3
234,35,Other,Oculus Rift,28.566049426140818,2,4
235,41,Other,Oculus Rift,33.51071575047004,5,5
236,36,Other,Oculus Rift,27.600467500551837,10,2
237,39,Other,HTC Vive,35.271372770457845,1,3
238,31,Other,HTC Vive,35.15146030088155,1,1
239,23,Male,PlayStation VR,6.632134053635467,3,2
240,52,Female,Oculus Rift,28.35404615609802,5,2
241,20,Male,PlayStation VR,36.816617931522046,3,4
242,47,Female,PlayStation VR,18.26953024431006,6,4
243,24,Other,HTC Vive,30.16684105285917,2,1
244,52,Other,HTC Vive,56.10284518363555,5,3
245,35,Male,Oculus Rift,41.60064960306035,2,5
246,36,Other,PlayStation VR,56.13921191808851,10,3
247,51,Other,HTC Vive,50.295990444064685,1,2
248,42,Other,HTC Vive,19.978172909441987,6,1
249,53,Other,Oculus Rift,29.09477246249797,6,4
250,38,Male,HTC Vive,20.68966798831051,7,3
251,34,Male,Oculus Rift,25.931966912460954,4,4
252,35,Male,HTC Vive,14.5358348341867,5,1
253,60,Other,Oculus Rift,24.888673467330793,4,5
254,20,Other,HTC Vive,52.18778860144982,3,2
255,32,Male,Oculus Rift,59.137651907510595,9,1
256,30,Other,Oculus Rift,51.55033090234956,10,2
257,32,Female,HTC Vive,41.19548707332049,2,1
258,56,Female,Oculus Rift,58.4648380169248,4,4
259,49,Female,HTC Vive,26.05533812159344,10,2
260,38,Female,HTC Vive,5.347581524631143,10,1
261,59,Female,Oculus Rift,15.892440058310168,4,3
262,41,Male,PlayStation VR,12.3220294611079,4,4
263,48,Male,Oculus Rift,22.683333988707666,4,1
264,32,Female,Oculus Rift,7.233043570780897,9,5
265,24,Male,HTC Vive,51.89726739598849,8,2
266,29,Male,PlayStation VR,21.411301935881802,8,2
267,53,Male,HTC Vive,28.260952990353953,5,1
268,57,Other,Oculus Rift,30.90222249596188,1,5
269,42,Female,Oculus Rift,42.632992699885826,10,1
270,58,Other,HTC Vive,40.28872412180051,5,5
271,37,Other,Oculus Rift,13.163848009366404,10,5
272,29,Female,Oculus Rift,43.222210627705124,10,3
273,25,Female,HTC Vive,36.342266714381,7,1
274,27,Other,PlayStation VR,36.08073790418675,5,4
275,33,Female,HTC Vive,28.25543202084931,1,3
276,38,Female,PlayStation VR,35.990464762514854,5,1
277,57,Other,Oculus Rift,52.03967136670318,6,5
278,39,Male,HTC Vive,58.32511039095489,6,4
279,55,Other,Oculus Rift,21.78197038569274,2,3
280,41,Other,Oculus Rift,5.608130156959668,5,4
281,24,Male,PlayStation VR,55.57757196988497,9,1
282,47,Male,HTC Vive,44.40805706214391,5,3
283,47,Female,Oculus Rift,31.40139958757288,7,4
284,40,Female,Oculus Rift,59.73389531418631,9,4
285,20,Other,PlayStation VR,5.678893773178635,9,4
286,54,Other,PlayStation VR,24.80022234986135,7,2
287,56,Male,Oculus Rift,43.611296376861624,8,2
288,47,Other,Oculus Rift,15.84963661077921,9,5
289,23,Female,PlayStation VR,40.94482898617223,2,1
290,32,Other,Oculus Rift,19.300457986034857,9,5
291,31,Female,Oculus Rift,7.495519139628522,8,5
292,42,Male,HTC Vive,35.266731155458174,3,5
293,51,Male,PlayStation VR,21.39356750777037,5,3
294,28,Other,Oculus Rift,57.096945902527274,7,1
295,40,Female,Oculus Rift,45.278202046653064,3,4
296,33,Male,Oculus Rift,52.44700641008652,9,3
297,23,Male,PlayStation VR,43.89558720821031,7,1
298,39,Other,HTC Vive,55.89584405260791,1,1
299,31,Female,Oculus Rift,22.84346315644444,9,4
300,18,Other,HTC Vive,51.813832644409,7,3
301,46,Other,PlayStation VR,36.596810435411314,6,1
302,27,Female,HTC Vive,42.75459162808759,10,2
303,30,Other,Oculus Rift,27.097769821057163,4,5
304,30,Other,HTC Vive,19.27087809829737,3,5
305,55,Female,HTC Vive,20.621731128775817,6,3
306,34,Male,PlayStation VR,37.118420328100164,1,5
307,18,Male,HTC Vive,53.95627156487721,9,4
308,58,Male,Oculus Rift,57.283119906548514,10,1
309,37,Female,Oculus Rift,25.227551853333026,1,3
310,33,Other,PlayStation VR,58.21748904802064,6,2
311,30,Other,PlayStation VR,19.099456707347784,3,3
312,51,Other,PlayStation VR,55.62710606978335,5,5
313,29,Female,Oculus Rift,6.216317575756527,7,4
314,33,Male,PlayStation VR,56.726841066606255,8,2
315,41,Male,HTC Vive,28.07512995784392,1,3
316,38,Female,HTC Vive,28.49336865016499,8,1
317,31,Other,HTC Vive,44.27517213380118,1,4
318,50,Female,PlayStation VR,52.9150771300714,1,2
319,20,Other,Oculus Rift,41.39791209475809,7,3
320,25,Female,HTC Vive,45.32232954931562,5,4
321,25,Male,PlayStation VR,12.468253778625051,6,5
322,24,Other,Oculus Rift,26.890696273873296,3,1
323,28,Female,Oculus Rift,39.133191551012814,10,2
324,55,Female,HTC Vive,42.40765747279055,10,1
325,31,Female,PlayStation VR,16.054033759227025,6,2
326,47,Other,Oculus Rift,5.991537516239286,5,2
327,47,Male,Oculus Rift,53.93997048486796,2,1
328,34,Female,PlayStation VR,44.53550335857871,8,3
329,35,Male,HTC Vive,41.85057664742197,7,5
330,21,Other,HTC Vive,30.673299682189374,7,3
331,38,Female,Oculus Rift,5.2037596464231495,7,1
332,19,Female,PlayStation VR,47.810880160288356,3,4
333,33,Male,Oculus Rift,54.397616556459816,8,1
334,21,Other,Oculus Rift,24.546815994727396,2,4
335,34,Other,Oculus Rift,59.10230825644275,10,2
336,33,Male,HTC Vive,36.31931612006679,7,4
337,35,Male,Oculus Rift,30.571581052423284,8,3
338,28,Male,HTC Vive,39.65986004506149,6,3
339,56,Other,HTC Vive,53.715624796631346,3,4
340,59,Male,Oculus Rift,51.28791536804561,7,2
341,24,Male,PlayStation VR,42.22566106107188,2,3
342,49,Male,Oculus Rift,56.65839690194559,10,5
343,18,Male,PlayStation VR,36.6168105133259,8,2
344,46,Female,HTC Vive,13.794704970598465,4,2
345,41,Other,Oculus Rift,10.757991201232997,3,5
346,24,Male,PlayStation VR,27.644255841467295,7,4
347,40,Male,Oculus Rift,11.583002823863684,7,1
348,31,Male,PlayStation VR,18.38947454725629,1,2
349,22,Other,Oculus Rift,44.509649483424546,1,3
350,49,Female,HTC Vive,28.10560509620214,10,3
351,20,Female,PlayStation VR,28.123064368471237,5,2
352,50,Other,PlayStation VR,35.404233055531854,10,4
353,29,Male,Oculus Rift,31.4749538653062,5,4
354,53,Female,Oculus Rift,31.28611853037196,10,1
355,18,Female,Oculus Rift,25.3460986947932,1,1
356,49,Other,HTC Vive,49.46415846084132,10,3
357,50,Male,PlayStation VR,32.79333326725688,3,4
358,26,Male,HTC Vive,40.225894662596474,1,5
359,25,Other,HTC Vive,15.655624310449872,9,5
360,23,Other,HTC Vive,28.298782960393165,6,3
361,24,Female,HTC Vive,20.43509762688727,9,2
362,40,Male,HTC Vive,17.96340375281855,1,3
363,30,Male,PlayStation VR,25.462767376471923,7,4
364,28,Male,PlayStation VR,38.95967545750432,4,3
365,35,Male,PlayStation VR,51.14778727713122,1,5
366,27,Female,Oculus Rift,25.717475007051203,4,3
367,44,Other,Oculus Rift,52.83247275216572,2,5
368,26,Female,HTC Vive,26.889067494153824,8,5
369,54,Male,PlayStation VR,21.013797744703744,5,4
370,58,Other,PlayStation VR,23.82493466864835,2,2
371,55,Other,HTC Vive,24.070577758949895,3,3
372,29,Male,PlayStation VR,12.250294672892547,4,2
373,51,Other,HTC Vive,18.603335954353955,8,5
374,54,Female,Oculus Rift,19.098588090311985,4,3
375,44,Other,PlayStation VR,35.44942770107912,8,3
376,37,Other,Oculus Rift,30.079172154613538,2,3
377,31,Male,PlayStation VR,7.3820050766522725,2,5
378,44,Other,HTC Vive,10.606699539738877,3,2
379,26,Other,Oculus Rift,22.03510528592459,3,2
380,57,Female,HTC Vive,52.09396950779898,9,5
381,30,Other,HTC Vive,48.531048558891406,9,1
382,19,Male,PlayStation VR,6.03285795763747,8,2
383,50,Other,HTC Vive,30.59824961798285,1,2
384,49,Other,Oculus Rift,30.994506510896617,1,2
385,56,Other,Oculus Rift,58.41477864427708,6,5
386,39,Other,Oculus Rift,34.30984163056331,1,3
387,28,Other,HTC Vive,9.6185141455461,7,4
388,19,Male,PlayStation VR,27.11501243027914,5,5
389,30,Female,Oculus Rift,15.615026242532501,6,3
390,30,Other,PlayStation VR,11.731979546780693,9,2
391,60,Male,PlayStation VR,49.65683177500063,8,3
392,49,Other,HTC Vive,48.41229349515633,3,1
393,58,Other,Oculus Rift,9.238373996022979,5,4
394,39,Male,HTC Vive,54.23742526470158,5,4
395,36,Other,HTC Vive,21.35332723807066,5,2
396,52,Other,PlayStation VR,50.5884032008668,9,2
397,18,Other,Oculus Rift,27.4604204581124,8,3
398,42,Female,HTC Vive,50.5352761807604,3,3
399,54,Female,PlayStation VR,28.55663154128996,7,2
400,33,Male,PlayStation VR,16.915628564222338,6,2
401,40,Other,PlayStation VR,54.08714226835714,7,4
402,51,Male,PlayStation VR,5.599194603946594,10,2
403,31,Other,Oculus Rift,21.57543707848184,3,3
404,20,Female,Oculus Rift,17.418046716404387,5,2
405,33,Male,Oculus Rift,34.47676395299142,4,3
406,54,Male,PlayStation VR,35.31450833072365,7,4
407,39,Female,HTC Vive,43.310377154872995,6,5
408,49,Male,HTC Vive,39.62869467354047,5,3
409,36,Other,Oculus Rift,59.54910536372816,1,5
410,41,Other,HTC Vive,23.11917123547272,9,1
411,29,Female,HTC Vive,8.652689074149418,2,1
412,54,Male,PlayStation VR,37.2140508538257,6,3
413,25,Other,PlayStation VR,50.71214203033938,8,2
414,53,Male,HTC Vive,54.45543335070314,9,2
415,35,Male,HTC Vive,14.677006821754313,10,5
416,40,Female,PlayStation VR,58.208837229140194,2,4
417,32,Other,HTC Vive,24.66537869975883,10,5
418,55,Other,HTC Vive,34.79766202564673,5,1
419,56,Female,Oculus Rift,42.22298288227114,3,1
420,24,Male,PlayStation VR,11.5696782989097,4,1
421,44,Female,HTC Vive,25.45788940730463,5,1
422,20,Other,HTC Vive,31.125017511870556,8,2
423,51,Male,HTC Vive,41.777269920361675,1,1
424,41,Female,Oculus Rift,38.957796668000825,1,2
425,53,Female,Oculus Rift,52.57013786671364,10,1
426,34,Female,Oculus Rift,26.75909436157671,6,3
427,35,Other,HTC Vive,22.48545121381752,10,1
428,38,Other,Oculus Rift,53.76641208658132,1,2
429,22,Male,HTC Vive,21.980430795697007,8,1
430,29,Other,Oculus Rift,36.92280883905116,8,1
431,31,Female,HTC Vive,45.62236639242961,4,2
432,60,Female,HTC Vive,43.50399477845866,7,5
433,42,Male,Oculus Rift,50.99953501693101,4,1
434,60,Male,Oculus Rift,43.70206629382329,7,3
435,34,Female,Oculus Rift,22.85257974855124,3,3
436,45,Other,Oculus Rift,33.117348645102915,7,4
437,42,Other,HTC Vive,12.721418447688764,7,5
438,39,Female,PlayStation VR,5.163764071327553,6,5
439,38,Other,HTC Vive,36.95901871287748,9,1
440,54,Female,PlayStation VR,14.252248277822114,7,1
441,27,Other,PlayStation VR,39.42891374024925,1,3
442,48,Female,PlayStation VR,22.974552084961285,9,5
443,20,Male,HTC Vive,23.915247923809456,9,5
444,20,Male,HTC Vive,59.09698711460016,1,2
445,39,Female,PlayStation VR,58.32677262184461,1,5
446,50,Female,HTC Vive,26.44013879408086,1,5
447,25,Other,PlayStation VR,19.77392960978875,4,1
448,29,Other,PlayStation VR,12.046709693730026,3,5
449,28,Male,Oculus Rift,49.270601912367965,1,2
450,35,Other,PlayStation VR,52.24805924691774,7,2
451,35,Male,HTC Vive,40.85256497671644,5,3
452,37,Male,PlayStation VR,7.135402444439338,10,4
453,30,Male,PlayStation VR,15.69397129903291,4,4
454,52,Male,Oculus Rift,7.4134787510359645,5,4
455,57,Male,Oculus Rift,9.40275196855838,10,4
456,36,Female,PlayStation VR,31.49293159635979,10,3
457,25,Other,Oculus Rift,52.391374526938094,7,2
458,20,Other,PlayStation VR,30.165530081466414,9,5
459,32,Female,HTC Vive,30.649355976662413,2,4
460,47,Female,PlayStation VR,38.720976761509185,3,4
461,24,Male,Oculus Rift,37.43861458150593,6,2
462,57,Other,HTC Vive,23.186908663945964,5,1
463,41,Male,HTC Vive,23.397903237949812,9,5
464,24,Male,HTC Vive,57.86829032912571,6,5
465,59,Female,HTC Vive,10.550868241327699,6,1
466,32,Female,HTC Vive,52.68699306923651,3,1
467,43,Other,Oculus Rift,13.723242905562293,6,1
468,18,Other,PlayStation VR,10.7066999348549,8,3
469,31,Other,PlayStation VR,49.029358162976436,5,2
470,41,Other,HTC Vive,16.70995166973755,2,2
471,59,Other,HTC Vive,32.203875793182675,7,3
472,42,Female,Oculus Rift,42.655777110531034,6,4
473,38,Male,HTC Vive,32.40555285632888,5,5
474,29,Male,HTC Vive,15.801604628215328,4,4
475,50,Female,Oculus Rift,56.29719147467829,10,5
476,60,Other,PlayStation VR,25.715619001411316,7,1
477,38,Female,Oculus Rift,17.46751702187272,6,2
478,57,Female,PlayStation VR,55.70901782367548,6,1
479,52,Other,PlayStation VR,17.544149753643943,1,3
480,43,Female,HTC Vive,53.389716208161346,7,1
481,37,Female,Oculus Rift,40.19700453089072,7,3
482,38,Other,Oculus Rift,53.53020642868108,1,4
483,48,Other,HTC Vive,27.031310965366185,10,2
484,53,Female,Oculus Rift,27.32032534892476,2,2
485,19,Female,Oculus Rift,7.747755780219066,4,3
486,29,Male,HTC Vive,29.373737193300336,9,2
487,57,Other,Oculus Rift,33.15213038695089,4,3
488,22,Female,PlayStation VR,36.94278803013131,8,2
489,50,Other,Oculus Rift,11.845012424976247,4,2
490,33,Other,HTC Vive,6.1851791478923035,10,1
491,38,Other,Oculus Rift,53.1764659050519,4,1
492,52,Male,Oculus Rift,58.95206972718624,6,3
493,58,Other,HTC Vive,19.456962768980766,8,5
494,49,Other,PlayStation VR,9.82879787759298,10,3
495,28,Female,Oculus Rift,5.848917739651526,10,3
496,54,Other,HTC Vive,34.24172378992135,3,5
497,58,Male,HTC Vive,34.201173620858874,2,4
498,60,Male,HTC Vive,55.784029610905186,1,2
499,42,Other,Oculus Rift,38.798691559128066,1,2
500,18,Male,PlayStation VR,57.23340399688119,6,3
501,50,Other,HTC Vive,49.84369156088872,9,1
502,50,Male,PlayStation VR,18.309111728315912,3,4
503,42,Female,Oculus Rift,10.50254743512492,7,3
504,38,Other,PlayStation VR,48.509281081483834,2,1
505,25,Female,Oculus Rift,42.494988852772,3,1
506,38,Female,HTC Vive,43.60593115978239,6,5
507,60,Female,Oculus Rift,36.68736971877725,6,1
508,25,Female,HTC Vive,41.7465603014116,9,1
509,27,Other,PlayStation VR,33.744792215534886,5,3
510,42,Male,Oculus Rift,16.05148589933894,9,3
511,22,Male,HTC Vive,42.63718284311801,3,4
512,55,Female,Oculus Rift,57.706107306218094,9,2
513,26,Male,PlayStation VR,44.66138527390799,5,1
514,32,Female,Oculus Rift,5.688446846537322,9,5
515,60,Other,Oculus Rift,45.64963238011426,5,2
516,25,Female,PlayStation VR,45.60451442059673,1,1
517,34,Female,PlayStation VR,31.20112537801693,9,3
518,52,Male,HTC Vive,28.047262005816645,2,5
519,44,Female,HTC Vive,11.9035718327202,1,4
520,32,Other,PlayStation VR,41.47201381552562,3,3
521,26,Other,PlayStation VR,23.97032549854138,9,1
522,57,Male,Oculus Rift,10.501261437173406,4,1
